time,lat,lon,ALLSKY_SFC_LW_DWN
2001-02-28,35.5,-75.5,336.68
2001-02-28,36.5,-84.5,289.24
2001-02-28,36.5,-83.5,287.78998
2001-02-28,36.5,-82.5,287.43
2001-02-28,36.5,-81.5,276.27002
2001-02-28,36.5,-80.5,281.0
2001-02-28,36.5,-79.5,285.65997
2001-02-28,36.5,-78.5,286.57
2001-02-28,36.5,-77.5,289.3
2001-02-28,36.5,-76.5,293.43
2001-02-28,36.5,-75.5,319.82
2001-02-28,37.5,-84.5,287.3
2001-02-28,37.5,-83.5,287.33002
2001-02-28,37.5,-82.5,288.09998
2001-02-28,37.5,-81.5,283.5
2001-02-28,37.5,-80.5,277.2
2001-02-28,37.5,-79.5,275.13
2001-02-28,37.5,-78.5,278.40002
2001-02-28,37.5,-77.5,281.26
2001-02-28,37.5,-76.5,288.91998
2001-02-28,37.5,-75.5,292.15997
2001-02-28,38.5,-84.5,284.76
2001-02-28,38.5,-83.5,285.05
2001-02-28,38.5,-82.5,285.59998
2001-02-28,38.5,-81.5,286.68
2001-02-28,38.5,-80.5,278.09998
2001-02-28,38.5,-79.5,263.15002
2001-02-28,38.5,-78.5,271.40997
2001-02-28,38.5,-77.5,274.81
2001-02-28,38.5,-76.5,281.0
2001-02-28,38.5,-75.5,281.49
2001-02-28,39.5,-84.5,281.97998
2001-02-28,39.5,-83.5,282.12
2001-02-28,39.5,-82.5,281.96002
2001-02-28,39.5,-81.5,281.16998
2001-02-28,39.5,-80.5,281.28998
2001-02-28,39.5,-79.5,277.5
2001-02-28,39.5,-78.5,275.0
2001-02-28,39.5,-77.5,270.53003
2001-02-28,39.5,-76.5,271.76
2001-02-28,39.5,-75.5,273.96997
2001-02-28,40.5,-84.5,277.01
2001-02-28,40.5,-83.5,276.94
2001-02-28,40.5,-82.5,278.21997
2001-02-28,40.5,-81.5,279.72998
2001-02-28,40.5,-80.5,279.39
2001-02-28,40.5,-79.5,281.39
2001-02-28,40.5,-78.5,274.38
2001-02-28,40.5,-77.5,270.49
2001-02-28,40.5,-76.5,268.68
2001-02-28,40.5,-75.5,266.76
2001-02-28,41.5,-84.5,270.53998
2001-02-28,41.5,-83.5,273.94
2001-02-28,41.5,-82.5,281.81
2001-02-28,41.5,-81.5,283.03003
2001-02-28,41.5,-80.5,276.58002
2001-02-28,41.5,-79.5,275.52002
2001-02-28,41.5,-78.5,270.81
2001-02-28,41.5,-77.5,265.53003
2001-02-28,41.5,-76.5,266.45
2001-02-28,41.5,-75.5,263.86
2001-02-28,42.5,-84.5,265.36
2001-02-28,42.5,-83.5,262.97998
2001-02-28,42.5,-82.5,268.74
2001-02-28,42.5,-81.5,279.49
2001-02-28,42.5,-80.5,278.39
2001-02-28,42.5,-79.5,281.21002
2001-02-28,42.5,-78.5,270.46002
2001-02-28,42.5,-77.5,269.05
2001-02-28,42.5,-76.5,270.15002
2001-02-28,42.5,-75.5,262.28998
2001-02-28,43.5,-84.5,256.97998
2001-02-28,43.5,-83.5,262.06
2001-02-28,43.5,-82.5,270.09998
2001-02-28,43.5,-81.5,268.59998
2001-02-28,43.5,-80.5,261.18
2001-02-28,43.5,-79.5,268.99
2001-02-28,43.5,-78.5,275.94
2001-02-28,43.5,-77.5,277.71997
2001-02-28,43.5,-76.5,277.28003
2001-02-28,43.5,-75.5,261.40997
2001-02-28,44.5,-84.5,249.51001
2001-02-28,44.5,-83.5,260.05
2001-02-28,44.5,-82.5,268.46997
2001-02-28,44.5,-81.5,268.53003
2001-02-28,44.5,-80.5,261.25
2001-02-28,44.5,-79.5,261.02002
2001-02-28,44.5,-78.5,250.72998
2001-02-28,44.5,-77.5,250.39001
2001-02-28,44.5,-76.5,258.27002
2001-02-28,44.5,-75.5,257.90002
2001-03-31,35.5,-84.5,290.82
2001-03-31,35.5,-83.5,279.61
2001-03-31,35.5,-82.5,274.41998
2001-03-31,35.5,-81.5,284.78003
2001-03-31,35.5,-80.5,290.69
2001-03-31,35.5,-79.5,294.22998
2001-03-31,35.5,-78.5,297.74
2001-03-31,35.5,-77.5,301.34003
2001-03-31,35.5,-76.5,309.46997
2001-03-31,35.5,-75.5,334.14
2001-03-31,36.5,-84.5,286.26
2001-03-31,36.5,-83.5,286.09998
2001-03-31,36.5,-82.5,284.8
2001-03-31,36.5,-81.5,276.46997
2001-03-31,36.5,-80.5,281.55
2001-03-31,36.5,-79.5,286.51
2001-03-31,36.5,-78.5,290.16998
2001-03-31,36.5,-77.5,293.21002
2001-03-31,36.5,-76.5,298.94
2001-03-31,36.5,-75.5,324.62
2001-03-31,37.5,-84.5,284.94
2001-03-31,37.5,-83.5,287.65002
2001-03-31,37.5,-82.5,289.03003
2001-03-31,37.5,-81.5,284.46997
2001-03-31,37.5,-80.5,278.44
2001-03-31,37.5,-79.5,277.86
2001-03-31,37.5,-78.5,282.07
2001-03-31,37.5,-77.5,286.53998
2001-03-31,37.5,-76.5,294.11
2001-03-31,37.5,-75.5,299.53998
2001-03-31,38.5,-84.5,284.43
2001-03-31,38.5,-83.5,286.07
2001-03-31,38.5,-82.5,288.3
2001-03-31,38.5,-81.5,289.3
2001-03-31,38.5,-80.5,281.0
2001-03-31,38.5,-79.5,267.59998
2001-03-31,38.5,-78.5,275.31
2001-03-31,38.5,-77.5,281.01
2001-03-31,38.5,-76.5,287.97998
2001-03-31,38.5,-75.5,289.81
2001-03-31,39.5,-84.5,281.69
2001-03-31,39.5,-83.5,281.24
2001-03-31,39.5,-82.5,283.2
2001-03-31,39.5,-81.5,284.56
2001-03-31,39.5,-80.5,285.16998
2001-03-31,39.5,-79.5,281.96002
2001-03-31,39.5,-78.5,281.22998
2001-03-31,39.5,-77.5,278.96002
2001-03-31,39.5,-76.5,280.22998
2001-03-31,39.5,-75.5,284.28998
2001-03-31,40.5,-84.5,278.71002
2001-03-31,40.5,-83.5,279.36
2001-03-31,40.5,-82.5,278.01
2001-03-31,40.5,-81.5,279.53003
2001-03-31,40.5,-80.5,281.96002
2001-03-31,40.5,-79.5,284.2
2001-03-31,40.5,-78.5,278.65997
2001-03-31,40.5,-77.5,278.90997
2001-03-31,40.5,-76.5,278.65997
2001-03-31,40.5,-75.5,276.65002
2001-03-31,41.5,-84.5,272.15997
2001-03-31,41.5,-83.5,278.72998
2001-03-31,41.5,-82.5,290.45
2001-03-31,41.5,-81.5,288.78998
2001-03-31,41.5,-80.5,281.18
2001-03-31,41.5,-79.5,281.03003
2001-03-31,41.5,-78.5,276.46002
2001-03-31,41.5,-77.5,273.82
2001-03-31,41.5,-76.5,274.57
2001-03-31,41.5,-75.5,275.52002
2001-03-31,42.5,-84.5,270.46997
2001-03-31,42.5,-83.5,271.66998
2001-03-31,42.5,-82.5,279.58002
2001-03-31,42.5,-81.5,285.16998
2001-03-31,42.5,-80.5,285.71002
2001-03-31,42.5,-79.5,294.37
2001-03-31,42.5,-78.5,280.43
2001-03-31,42.5,-77.5,278.22998
2001-03-31,42.5,-76.5,275.89
2001-03-31,42.5,-75.5,270.95
2001-03-31,43.5,-84.5,271.22998
2001-03-31,43.5,-83.5,278.21002
2001-03-31,43.5,-82.5,277.90997
2001-03-31,43.5,-81.5,276.18
2001-03-31,43.5,-80.5,271.08002
2001-03-31,43.5,-79.5,282.16998
2001-03-31,43.5,-78.5,286.18
2001-03-31,43.5,-77.5,285.34998
2001-03-31,43.5,-76.5,283.25
2001-03-31,43.5,-75.5,270.64
2001-03-31,44.5,-84.5,260.91998
2001-03-31,44.5,-83.5,270.97998
2001-03-31,44.5,-82.5,274.34003
2001-03-31,44.5,-81.5,279.21002
2001-03-31,44.5,-80.5,267.89
2001-03-31,44.5,-79.5,267.75
2001-03-31,44.5,-78.5,262.24
2001-03-31,44.5,-77.5,263.83002
2001-03-31,44.5,-76.5,265.83002
2001-03-31,44.5,-75.5,266.05
2001-04-30,35.5,-84.5,332.3
2001-04-30,35.5,-83.5,320.16998
2001-04-30,35.5,-82.5,315.65997
2001-04-30,35.5,-81.5,325.89
2001-04-30,35.5,-80.5,328.72998
2001-04-30,35.5,-79.5,328.78003
2001-04-30,35.5,-78.5,329.14
2001-04-30,35.5,-77.5,329.71002
2001-04-30,35.5,-76.5,334.03003
2001-04-30,35.5,-75.5,348.71997
2001-04-30,36.5,-84.5,326.77002
2001-04-30,36.5,-83.5,325.31
2001-04-30,36.5,-82.5,324.31
2001-04-30,36.5,-81.5,312.66998
2001-04-30,36.5,-80.5,320.39
2001-04-30,36.5,-79.5,324.86
2001-04-30,36.5,-78.5,325.46002
2001-04-30,36.5,-77.5,326.75
2001-04-30,36.5,-76.5,327.99
2001-04-30,36.5,-75.5,338.96002
2001-04-30,37.5,-84.5,326.18
2001-04-30,37.5,-83.5,326.55
2001-04-30,37.5,-82.5,325.53998
2001-04-30,37.5,-81.5,318.31
2001-04-30,37.5,-80.5,312.7
2001-04-30,37.5,-79.5,317.24
2001-04-30,37.5,-78.5,323.13
2001-04-30,37.5,-77.5,323.86
2001-04-30,37.5,-76.5,325.0
2001-04-30,37.5,-75.5,325.28003
2001-04-30,38.5,-84.5,325.34998
2001-04-30,38.5,-83.5,322.94
2001-04-30,38.5,-82.5,323.58002
2001-04-30,38.5,-81.5,323.06
2001-04-30,38.5,-80.5,313.69
2001-04-30,38.5,-79.5,304.02002
2001-04-30,38.5,-78.5,319.36
2001-04-30,38.5,-77.5,321.87
2001-04-30,38.5,-76.5,321.49
2001-04-30,38.5,-75.5,320.65997
2001-04-30,39.5,-84.5,318.77002
2001-04-30,39.5,-83.5,317.71002
2001-04-30,39.5,-82.5,317.26
2001-04-30,39.5,-81.5,316.40002
2001-04-30,39.5,-80.5,314.55
2001-04-30,39.5,-79.5,313.8
2001-04-30,39.5,-78.5,319.95
2001-04-30,39.5,-77.5,317.36
2001-04-30,39.5,-76.5,315.11
2001-04-30,39.5,-75.5,316.53998
2001-04-30,40.5,-84.5,315.55
2001-04-30,40.5,-83.5,312.96002
2001-04-30,40.5,-82.5,309.74
2001-04-30,40.5,-81.5,310.68
2001-04-30,40.5,-80.5,311.11
2001-04-30,40.5,-79.5,313.96002
2001-04-30,40.5,-78.5,308.34003
2001-04-30,40.5,-77.5,311.7
2001-04-30,40.5,-76.5,311.12
2001-04-30,40.5,-75.5,309.24
2001-04-30,41.5,-84.5,313.33002
2001-04-30,41.5,-83.5,316.21997
2001-04-30,41.5,-82.5,333.71997
2001-04-30,41.5,-81.5,321.75
2001-04-30,41.5,-80.5,308.19
2001-04-30,41.5,-79.5,303.55
2001-04-30,41.5,-78.5,301.63
2001-04-30,41.5,-77.5,299.46002
2001-04-30,41.5,-76.5,298.38
2001-04-30,41.5,-75.5,297.0
2001-04-30,42.5,-84.5,306.24
2001-04-30,42.5,-83.5,307.68
2001-04-30,42.5,-82.5,312.65002
2001-04-30,42.5,-81.5,321.05
2001-04-30,42.5,-80.5,322.08002
2001-04-30,42.5,-79.5,322.7
2001-04-30,42.5,-78.5,301.01
2001-04-30,42.5,-77.5,299.21002
2001-04-30,42.5,-76.5,296.47998
2001-04-30,42.5,-75.5,293.03003
2001-04-30,43.5,-84.5,304.76
2001-04-30,43.5,-83.5,310.02002
2001-04-30,43.5,-82.5,311.52002
2001-04-30,43.5,-81.5,305.81
2001-04-30,43.5,-80.5,294.89
2001-04-30,43.5,-79.5,311.8
2001-04-30,43.5,-78.5,323.2
2001-04-30,43.5,-77.5,323.99
2001-04-30,43.5,-76.5,317.49
2001-04-30,43.5,-75.5,295.02002
2001-04-30,44.5,-84.5,300.34998
2001-04-30,44.5,-83.5,305.63
2001-04-30,44.5,-82.5,320.49
2001-04-30,44.5,-81.5,317.11
2001-04-30,44.5,-80.5,299.97998
2001-04-30,44.5,-79.5,297.75
2001-04-30,44.5,-78.5,292.68
2001-04-30,44.5,-77.5,292.40997
2001-04-30,44.5,-76.5,293.38
2001-04-30,44.5,-75.5,294.45
2001-05-31,35.5,-84.5,354.93
2001-05-31,35.5,-83.5,343.06
2001-05-31,35.5,-82.5,341.19
2001-05-31,35.5,-81.5,356.46997
2001-05-31,35.5,-80.5,360.59003
2001-05-31,35.5,-79.5,361.88
2001-05-31,35.5,-78.5,362.88
2001-05-31,35.5,-77.5,362.08002
2001-05-31,35.5,-76.5,363.31
2001-05-31,35.5,-75.5,365.88
2001-05-31,36.5,-84.5,354.41998
2001-05-31,36.5,-83.5,353.71002
2001-05-31,36.5,-82.5,353.32
2001-05-31,36.5,-81.5,343.59003
2001-05-31,36.5,-80.5,352.96002
2001-05-31,36.5,-79.5,359.77002
2001-05-31,36.5,-78.5,360.76
2001-05-31,36.5,-77.5,361.08002
2001-05-31,36.5,-76.5,358.05
2001-05-31,36.5,-75.5,359.69
2001-05-31,37.5,-84.5,355.87
2001-05-31,37.5,-83.5,357.83002
2001-05-31,37.5,-82.5,358.18
2001-05-31,37.5,-81.5,353.16998
2001-05-31,37.5,-80.5,346.81
2001-05-31,37.5,-79.5,351.03003
2001-05-31,37.5,-78.5,356.38
2001-05-31,37.5,-77.5,354.03003
2001-05-31,37.5,-76.5,351.52002
2001-05-31,37.5,-75.5,346.21002
2001-05-31,38.5,-84.5,354.76
2001-05-31,38.5,-83.5,356.18
2001-05-31,38.5,-82.5,358.08002
2001-05-31,38.5,-81.5,356.45
2001-05-31,38.5,-80.5,345.27002
2001-05-31,38.5,-79.5,335.11
2001-05-31,38.5,-78.5,347.18
2001-05-31,38.5,-77.5,347.38
2001-05-31,38.5,-76.5,344.64
2001-05-31,38.5,-75.5,343.28998
2001-05-31,39.5,-84.5,348.33002
2001-05-31,39.5,-83.5,348.13
2001-05-31,39.5,-82.5,351.09998
2001-05-31,39.5,-81.5,352.01
2001-05-31,39.5,-80.5,347.83002
2001-05-31,39.5,-79.5,342.91998
2001-05-31,39.5,-78.5,346.03003
2001-05-31,39.5,-77.5,340.31
2001-05-31,39.5,-76.5,337.59003
2001-05-31,39.5,-75.5,340.3
2001-05-31,40.5,-84.5,345.87
2001-05-31,40.5,-83.5,345.84003
2001-05-31,40.5,-82.5,344.13
2001-05-31,40.5,-81.5,344.40997
2001-05-31,40.5,-80.5,343.37
2001-05-31,40.5,-79.5,338.90002
2001-05-31,40.5,-78.5,330.46002
2001-05-31,40.5,-77.5,331.90002
2001-05-31,40.5,-76.5,332.41998
2001-05-31,40.5,-75.5,333.24
2001-05-31,41.5,-84.5,344.14
2001-05-31,41.5,-83.5,345.91998
2001-05-31,41.5,-82.5,360.94
2001-05-31,41.5,-81.5,351.69
2001-05-31,41.5,-80.5,339.07
2001-05-31,41.5,-79.5,332.21997
2001-05-31,41.5,-78.5,325.43
2001-05-31,41.5,-77.5,323.64
2001-05-31,41.5,-76.5,324.90997
2001-05-31,41.5,-75.5,324.55
2001-05-31,42.5,-84.5,339.19
2001-05-31,42.5,-83.5,340.51
2001-05-31,42.5,-82.5,348.37
2001-05-31,42.5,-81.5,352.02002
2001-05-31,42.5,-80.5,354.24
2001-05-31,42.5,-79.5,353.40002
2001-05-31,42.5,-78.5,323.21997
2001-05-31,42.5,-77.5,323.02002
2001-05-31,42.5,-76.5,326.09003
2001-05-31,42.5,-75.5,322.16998
2001-05-31,43.5,-84.5,338.09998
2001-05-31,43.5,-83.5,343.40002
2001-05-31,43.5,-82.5,347.57
2001-05-31,43.5,-81.5,338.15002
2001-05-31,43.5,-80.5,325.83002
2001-05-31,43.5,-79.5,347.8
2001-05-31,43.5,-78.5,363.49
2001-05-31,43.5,-77.5,365.11
2001-05-31,43.5,-76.5,357.03003
2001-05-31,43.5,-75.5,326.14
2001-05-31,44.5,-84.5,330.74
2001-05-31,44.5,-83.5,339.37
2001-05-31,44.5,-82.5,353.16998
2001-05-31,44.5,-81.5,353.44
2001-05-31,44.5,-80.5,331.82
2001-05-31,44.5,-79.5,331.64
2001-05-31,44.5,-78.5,326.96002
2001-05-31,44.5,-77.5,327.97998
2001-05-31,44.5,-76.5,330.59998
2001-05-31,44.5,-75.5,329.62
2001-06-30,35.5,-84.5,380.19
2001-06-30,35.5,-83.5,367.84003
2001-06-30,35.5,-82.5,366.27002
2001-06-30,35.5,-81.5,386.87
2001-06-30,35.5,-80.5,393.43
2001-06-30,35.5,-79.5,395.90997
2001-06-30,35.5,-78.5,399.33002
2001-06-30,35.5,-77.5,399.02002
2001-06-30,35.5,-76.5,401.66998
2001-06-30,35.5,-75.5,403.89
2001-06-30,36.5,-84.5,374.78998
2001-06-30,36.5,-83.5,374.75
2001-06-30,36.5,-82.5,375.44
2001-06-30,36.5,-81.5,364.32
2001-06-30,36.5,-80.5,379.03003
2001-06-30,36.5,-79.5,389.71002
2001-06-30,36.5,-78.5,395.08002
2001-06-30,36.5,-77.5,397.53998
2001-06-30,36.5,-76.5,397.27002
2001-06-30,36.5,-75.5,397.32
2001-06-30,37.5,-84.5,375.34003
2001-06-30,37.5,-83.5,376.95
2001-06-30,37.5,-82.5,378.68
2001-06-30,37.5,-81.5,371.11
2001-06-30,37.5,-80.5,366.53998
2001-06-30,37.5,-79.5,372.34003
2001-06-30,37.5,-78.5,385.3
2001-06-30,37.5,-77.5,388.07
2001-06-30,37.5,-76.5,390.03003
2001-06-30,37.5,-75.5,385.56
2001-06-30,38.5,-84.5,374.76
2001-06-30,38.5,-83.5,375.5
2001-06-30,38.5,-82.5,379.76
2001-06-30,38.5,-81.5,378.8
2001-06-30,38.5,-80.5,361.71002
2001-06-30,38.5,-79.5,356.40997
2001-06-30,38.5,-78.5,373.71002
2001-06-30,38.5,-77.5,379.14
2001-06-30,38.5,-76.5,382.31
2001-06-30,38.5,-75.5,383.56
2001-06-30,39.5,-84.5,371.86
2001-06-30,39.5,-83.5,369.96997
2001-06-30,39.5,-82.5,373.28998
2001-06-30,39.5,-81.5,376.40997
2001-06-30,39.5,-80.5,371.41998
2001-06-30,39.5,-79.5,364.3
2001-06-30,39.5,-78.5,373.78998
2001-06-30,39.5,-77.5,375.25
2001-06-30,39.5,-76.5,374.18
2001-06-30,39.5,-75.5,377.22998
2001-06-30,40.5,-84.5,368.99
2001-06-30,40.5,-83.5,368.53998
2001-06-30,40.5,-82.5,365.33002
2001-06-30,40.5,-81.5,367.43
2001-06-30,40.5,-80.5,368.90002
2001-06-30,40.5,-79.5,368.06
2001-06-30,40.5,-78.5,361.84998
2001-06-30,40.5,-77.5,367.27002
2001-06-30,40.5,-76.5,368.09998
2001-06-30,40.5,-75.5,368.95
2001-06-30,41.5,-84.5,366.63
2001-06-30,41.5,-83.5,369.65997
2001-06-30,41.5,-82.5,389.95
2001-06-30,41.5,-81.5,378.8
2001-06-30,41.5,-80.5,364.89
2001-06-30,41.5,-79.5,359.12
2001-06-30,41.5,-78.5,356.19
2001-06-30,41.5,-77.5,357.71002
2001-06-30,41.5,-76.5,357.90002
2001-06-30,41.5,-75.5,357.25
2001-06-30,42.5,-84.5,360.58002
2001-06-30,42.5,-83.5,361.86
2001-06-30,42.5,-82.5,369.53003
2001-06-30,42.5,-81.5,375.63
2001-06-30,42.5,-80.5,383.57
2001-06-30,42.5,-79.5,386.59998
2001-06-30,42.5,-78.5,358.28998
2001-06-30,42.5,-77.5,358.40002
2001-06-30,42.5,-76.5,360.2
2001-06-30,42.5,-75.5,354.38
2001-06-30,43.5,-84.5,357.31
2001-06-30,43.5,-83.5,363.77002
2001-06-30,43.5,-82.5,368.74
2001-06-30,43.5,-81.5,367.24
2001-06-30,43.5,-80.5,357.03998
2001-06-30,43.5,-79.5,374.06
2001-06-30,43.5,-78.5,396.75
2001-06-30,43.5,-77.5,397.99
2001-06-30,43.5,-76.5,388.84998
2001-06-30,43.5,-75.5,358.43
2001-06-30,44.5,-84.5,349.7
2001-06-30,44.5,-83.5,364.56
2001-06-30,44.5,-82.5,383.09003
2001-06-30,44.5,-81.5,383.57
2001-06-30,44.5,-80.5,356.61
2001-06-30,44.5,-79.5,359.13
2001-06-30,44.5,-78.5,354.22998
2001-06-30,44.5,-77.5,354.94
2001-06-30,44.5,-76.5,358.40002
2001-06-30,44.5,-75.5,361.11
2001-07-31,35.5,-84.5,406.89
2001-07-31,35.5,-83.5,388.89
2001-07-31,35.5,-82.5,385.07
2001-07-31,35.5,-81.5,402.74
2001-07-31,35.5,-80.5,405.41998
2001-07-31,35.5,-79.5,405.62
2001-07-31,35.5,-78.5,406.71997
2001-07-31,35.5,-77.5,403.82
2001-07-31,35.5,-76.5,403.06
2001-07-31,35.5,-75.5,405.46997
2001-07-31,36.5,-84.5,399.16998
2001-07-31,36.5,-83.5,398.77002
2001-07-31,36.5,-82.5,394.69
2001-07-31,36.5,-81.5,381.71997
2001-07-31,36.5,-80.5,395.11
2001-07-31,36.5,-79.5,404.69
2001-07-31,36.5,-78.5,405.07
2001-07-31,36.5,-77.5,403.15002
2001-07-31,36.5,-76.5,398.56
2001-07-31,36.5,-75.5,396.76
2001-07-31,37.5,-84.5,399.52002
2001-07-31,37.5,-83.5,397.57
2001-07-31,37.5,-82.5,394.64
2001-07-31,37.5,-81.5,385.91998
2001-07-31,37.5,-80.5,376.68
2001-07-31,37.5,-79.5,384.14
2001-07-31,37.5,-78.5,391.94
2001-07-31,37.5,-77.5,392.41998
2001-07-31,37.5,-76.5,392.33002
2001-07-31,37.5,-75.5,389.32
2001-07-31,38.5,-84.5,391.68
2001-07-31,38.5,-83.5,390.97998
2001-07-31,38.5,-82.5,393.52002
2001-07-31,38.5,-81.5,389.16998
2001-07-31,38.5,-80.5,371.58002
2001-07-31,38.5,-79.5,355.78003
2001-07-31,38.5,-78.5,376.78998
2001-07-31,38.5,-77.5,382.25
2001-07-31,38.5,-76.5,383.05
2001-07-31,38.5,-75.5,383.53003
2001-07-31,39.5,-84.5,383.66998
2001-07-31,39.5,-83.5,381.87
2001-07-31,39.5,-82.5,382.95
2001-07-31,39.5,-81.5,382.96002
2001-07-31,39.5,-80.5,378.57
2001-07-31,39.5,-79.5,369.38
2001-07-31,39.5,-78.5,374.36
2001-07-31,39.5,-77.5,373.47998
2001-07-31,39.5,-76.5,371.74
2001-07-31,39.5,-75.5,375.75
2001-07-31,40.5,-84.5,379.90997
2001-07-31,40.5,-83.5,376.52002
2001-07-31,40.5,-82.5,373.08002
2001-07-31,40.5,-81.5,373.90997
2001-07-31,40.5,-80.5,374.3
2001-07-31,40.5,-79.5,371.89
2001-07-31,40.5,-78.5,361.25
2001-07-31,40.5,-77.5,366.53003
2001-07-31,40.5,-76.5,368.02002
2001-07-31,40.5,-75.5,365.12
2001-07-31,41.5,-84.5,374.28003
2001-07-31,41.5,-83.5,377.88
2001-07-31,41.5,-82.5,401.09003
2001-07-31,41.5,-81.5,387.47998
2001-07-31,41.5,-80.5,373.01
2001-07-31,41.5,-79.5,364.28998
2001-07-31,41.5,-78.5,359.15002
2001-07-31,41.5,-77.5,359.46997
2001-07-31,41.5,-76.5,358.45
2001-07-31,41.5,-75.5,354.64
2001-07-31,42.5,-84.5,370.15002
2001-07-31,42.5,-83.5,370.53998
2001-07-31,42.5,-82.5,379.18
2001-07-31,42.5,-81.5,380.14
2001-07-31,42.5,-80.5,384.40002
2001-07-31,42.5,-79.5,392.16998
2001-07-31,42.5,-78.5,364.96002
2001-07-31,42.5,-77.5,363.90002
2001-07-31,42.5,-76.5,364.87
2001-07-31,42.5,-75.5,352.14
2001-07-31,43.5,-84.5,368.59003
